item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
69,role_labeled,passive,a cup is collected by a boy .,the chief purchased the instrument .,the instrument was purchased by the chief .,chief,instrument,purchased,purchased,"Prime sentence: a cup is collected by a boy .
Event roles: AGENT=chief; PATIENT=instrument; VERB=purchased
Sentence: the",-5.776114463806152,-8.072103500366211,-2.2959890365600586,active
70,word_list,active,the parent struck the lady .,a son judges an administration .,an administration is judged by a son .,son,administration,judges,judged,"Prime sentence: the parent struck the lady .
Use these words in one sentence: son, administration, judges/judged
Sentence: the",-2.8740286827087402,-5.1544270515441895,-2.280398368835449,active
70,word_list,passive,the lady was struck by the parent .,a son judges an administration .,an administration is judged by a son .,son,administration,judges,judged,"Prime sentence: the lady was struck by the parent .
Use these words in one sentence: son, administration, judges/judged
Sentence: the",-3.543649673461914,-5.541263103485107,-1.9976134300231934,active
70,role_labeled,active,the parent struck the lady .,a son judges an administration .,an administration is judged by a son .,son,administration,judges,judged,"Prime sentence: the parent struck the lady .
Event roles: AGENT=son; PATIENT=administration; VERB=judges/judged
Sentence: the",-3.3506317138671875,-7.613200664520264,-4.262568950653076,active
70,role_labeled,passive,the lady was struck by the parent .,a son judges an administration .,an administration is judged by a son .,son,administration,judges,judged,"Prime sentence: the lady was struck by the parent .
Event roles: AGENT=son; PATIENT=administration; VERB=judges/judged
Sentence: the",-3.5826945304870605,-7.44257926940918,-3.859884738922119,active
71,word_list,active,the chief removes the hat .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the chief removes the hat .
Use these words in one sentence: cousin, machine, broke/broken
Sentence: the",-4.347225189208984,-5.133172035217285,-0.7859468460083008,active
71,word_list,passive,the hat is removed by the chief .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the hat is removed by the chief .
Use these words in one sentence: cousin, machine, broke/broken
Sentence: the",-5.1868181228637695,-4.696103096008301,0.49071502685546875,passive
71,role_labeled,active,the chief removes the hat .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the chief removes the hat .
Event roles: AGENT=cousin; PATIENT=machine; VERB=broke/broken
Sentence: the",-7.3576788902282715,-4.401924133300781,2.9557547569274902,passive
71,role_labeled,passive,the hat is removed by the chief .,a cousin broke a machine .,a machine was broken by a cousin .,cousin,machine,broke,broken,"Prime sentence: the hat is removed by the chief .
Event roles: AGENT=cousin; PATIENT=machine; VERB=broke/broken
Sentence: the",-8.407516479492188,-3.6872239112854004,4.720292568206787,passive
72,word_list,active,the opponent removed the cigarette .,a cop drinks a tea .,a tea is drunk by a cop .,cop,tea,drinks,drunk,"Prime sentence: the opponent removed the cigarette .
Use these words in one sentence: cop, tea, drinks/drunk
Sentence: the",-3.3625686168670654,-4.305009841918945,-0.9424412250518799,active
72,word_list,passive,the cigarette was removed by the opponent .,a cop drinks a tea .,a tea is drunk by a cop .,cop,tea,drinks,drunk,"Prime sentence: the cigarette was removed by the opponent .
Use these words in one sentence: cop, tea, drinks/drunk
Sentence: the",-3.3580665588378906,-3.934269905090332,-0.5762033462524414,active
72,role_labeled,active,the opponent removed the cigarette .,a cop drinks a tea .,a tea is drunk by a cop .,cop,tea,drinks,drunk,"Prime sentence: the opponent removed the cigarette .
Event roles: AGENT=cop; PATIENT=tea; VERB=drinks/drunk
Sentence: the",-5.06246280670166,-3.4304141998291016,1.6320486068725586,passive
72,role_labeled,passive,the cigarette was removed by the opponent .,a cop drinks a tea .,a tea is drunk by a cop .,cop,tea,drinks,drunk,"Prime sentence: the cigarette was removed by the opponent .
Event roles: AGENT=cop; PATIENT=tea; VERB=drinks/drunk
Sentence: the",-5.2963972091674805,-3.1896815299987793,2.106715679168701,passive
73,word_list,active,the opponent bothers the business .,a prince killed a cop .,a cop was killed by a prince .,prince,cop,killed,killed,"Prime sentence: the opponent bothers the business .
Use these words in one sentence: prince, cop, killed
Sentence: the",-3.50691556930542,-4.9797258377075195,-1.4728102684020996,active
73,word_list,passive,the business is bothered by the opponent .,a prince killed a cop .,a cop was killed by a prince .,prince,cop,killed,killed,"Prime sentence: the business is bothered by the opponent .
Use these words in one sentence: prince, cop, killed
Sentence: the",-3.9900810718536377,-4.270578384399414,-0.28049731254577637,active
73,role_labeled,active,the opponent bothers the business .,a prince killed a cop .,a cop was killed by a prince .,prince,cop,killed,killed,"Prime sentence: the opponent bothers the business .
Event roles: AGENT=prince; PATIENT=cop; VERB=killed
Sentence: the",-5.714906692504883,-6.047697067260742,-0.3327903747558594,active
73,role_labeled,passive,the business is bothered by the opponent .,a prince killed a cop .,a cop was killed by a prince .,prince,cop,killed,killed,"Prime sentence: the business is bothered by the opponent .
Event roles: AGENT=prince; PATIENT=cop; VERB=killed
Sentence: the",-5.627236366271973,-5.3146467208862305,0.3125896453857422,passive
74,word_list,active,a pilot embraces a child .,the actress removed the guitar .,the guitar was removed by the actress .,actress,guitar,removed,removed,"Prime sentence: a pilot embraces a child .
Use these words in one sentence: actress, guitar, removed
Sentence: the",-5.255681991577148,-6.5834856033325195,-1.327803611755371,active
74,word_list,passive,a child is embraced by a pilot .,the actress removed the guitar .,the guitar was removed by the actress .,actress,guitar,removed,removed,"Prime sentence: a child is embraced by a pilot .
Use these words in one sentence: actress, guitar, removed
Sentence: the",-5.5564680099487305,-6.667890548706055,-1.1114225387573242,active
74,role_labeled,active,a pilot embraces a child .,the actress removed the guitar .,the guitar was removed by the actress .,actress,guitar,removed,removed,"Prime sentence: a pilot embraces a child .
Event roles: AGENT=actress; PATIENT=guitar; VERB=removed
Sentence: the",-7.320686340332031,-7.873936653137207,-0.5532503128051758,active
74,role_labeled,passive,a child is embraced by a pilot .,the actress removed the guitar .,the guitar was removed by the actress .,actress,guitar,removed,removed,"Prime sentence: a child is embraced by a pilot .
Event roles: AGENT=actress; PATIENT=guitar; VERB=removed
Sentence: the",-7.18398380279541,-7.56721305847168,-0.38322925567626953,active
75,word_list,active,a prince chased an actor .,the brother kills the employer .,the employer is killed by the brother .,brother,employer,kills,killed,"Prime sentence: a prince chased an actor .
Use these words in one sentence: brother, employer, kills/killed
Sentence: the",-5.201532363891602,-7.836385726928711,-2.6348533630371094,active
75,word_list,passive,an actor was chased by a prince .,the brother kills the employer .,the employer is killed by the brother .,brother,employer,kills,killed,"Prime sentence: an actor was chased by a prince .
Use these words in one sentence: brother, employer, kills/killed
Sentence: the",-5.528264045715332,-7.558234214782715,-2.029970169067383,active
75,role_labeled,active,a prince chased an actor .,the brother kills the employer .,the employer is killed by the brother .,brother,employer,kills,killed,"Prime sentence: a prince chased an actor .
Event roles: AGENT=brother; PATIENT=employer; VERB=kills/killed
Sentence: the",-5.507284164428711,-7.151993274688721,-1.6447091102600098,active
75,role_labeled,passive,an actor was chased by a prince .,the brother kills the employer .,the employer is killed by the brother .,brother,employer,kills,killed,"Prime sentence: an actor was chased by a prince .
Event roles: AGENT=brother; PATIENT=employer; VERB=kills/killed
Sentence: the",-5.6710944175720215,-6.915875434875488,-1.2447810173034668,active
76,word_list,active,a man wrapped a pot .,the company keeps the beer .,the beer is kept by the company .,company,beer,keeps,kept,"Prime sentence: a man wrapped a pot .
Use these words in one sentence: company, beer, keeps/kept
Sentence: the",-1.934332251548767,-4.473414421081543,-2.539082169532776,active
76,word_list,passive,a pot was wrapped by a man .,the company keeps the beer .,the beer is kept by the company .,company,beer,keeps,kept,"Prime sentence: a pot was wrapped by a man .
Use these words in one sentence: company, beer, keeps/kept
Sentence: the",-1.851363182067871,-4.205497741699219,-2.3541345596313477,active
76,role_labeled,active,a man wrapped a pot .,the company keeps the beer .,the beer is kept by the company .,company,beer,keeps,kept,"Prime sentence: a man wrapped a pot .
Event roles: AGENT=company; PATIENT=beer; VERB=keeps/kept
Sentence: the",-3.741764545440674,-4.1988301277160645,-0.4570655822753906,active
76,role_labeled,passive,a pot was wrapped by a man .,the company keeps the beer .,the beer is kept by the company .,company,beer,keeps,kept,"Prime sentence: a pot was wrapped by a man .
Event roles: AGENT=company; PATIENT=beer; VERB=keeps/kept
Sentence: the",-3.4577505588531494,-3.5817863941192627,-0.12403583526611328,active
77,word_list,active,a girl followed a company .,the winner prepares the television .,the television is prepared by the winner .,winner,television,prepares,prepared,"Prime sentence: a girl followed a company .
Use these words in one sentence: winner, television, prepares/prepared
Sentence: the",-3.3489999771118164,-5.668461799621582,-2.3194618225097656,active
77,word_list,passive,a company was followed by a girl .,the winner prepares the television .,the television is prepared by the winner .,winner,television,prepares,prepared,"Prime sentence: a company was followed by a girl .
Use these words in one sentence: winner, television, prepares/prepared
Sentence: the",-3.8473260402679443,-5.943386077880859,-2.096060037612915,active
77,role_labeled,active,a girl followed a company .,the winner prepares the television .,the television is prepared by the winner .,winner,television,prepares,prepared,"Prime sentence: a girl followed a company .
Event roles: AGENT=winner; PATIENT=television; VERB=prepares/prepared
Sentence: the",-7.359124183654785,-6.814911842346191,0.5442123413085938,passive
77,role_labeled,passive,a company was followed by a girl .,the winner prepares the television .,the television is prepared by the winner .,winner,television,prepares,prepared,"Prime sentence: a company was followed by a girl .
Event roles: AGENT=winner; PATIENT=television; VERB=prepares/prepared
Sentence: the",-7.088260650634766,-6.779598712921143,0.30866193771362305,passive
78,word_list,active,the opponent raises the coffee .,an employee removed a book .,a book was removed by an employee .,employee,book,removed,removed,"Prime sentence: the opponent raises the coffee .
Use these words in one sentence: employee, book, removed
Sentence: the",-1.817266583442688,-4.796148300170898,-2.9788817167282104,active
78,word_list,passive,the coffee is raised by the opponent .,an employee removed a book .,a book was removed by an employee .,employee,book,removed,removed,"Prime sentence: the coffee is raised by the opponent .
Use these words in one sentence: employee, book, removed
Sentence: the",-2.849726676940918,-4.891676425933838,-2.04194974899292,active
