item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
118,prompt_no_demo,no_demo,a writer hurries an actor .,an actor is hurried by a writer .,The writer was involved in a hurrying event .,the writer was involved in a hurrying event .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a hurrying event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The", writer was involved in a hurrying event. The actor was involved in a hurrying event. The writer was involved in,other,other,other,other,exact_signature,exact_signature
118,prompt_filler,filler,a writer hurries an actor .,an actor is hurried by a writer .,The writer did it to the actor .,the writer did it to the actor .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The frindle glemmed in yorsen.""

There was a hurrying event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer did it to the actor.""

The writer was a man.
The actor was a woman.
The writer was a man",other,other,other,active,exact_signature,exact_signature
119,prompt_filler,filler,a son selects a student .,a student is selected by a son .,The son was selected .,the son was selected .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The trasket draved on molven.""

There was a selecting event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The"," son was selected.""

The son was a student.
The student was a son.

Bridget asked, ""What happened",other,passive,other,passive,exact_signature,exact_signature
121,prompt_no_demo,no_demo,a boy teaches a brother .,a brother is taught by a boy .,The boy did it to the brother .,the boy did it to the brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a teaching event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it to the brother.""

Bridget asked, ""Who did it?""
Mary answered, ""The boy.""

",other,other,other,active,exact_signature,exact_signature
121,prompt_filler,filler,a boy teaches a brother .,a brother is taught by a boy .,The boy did it to the brother .,the boy did it to the brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The trassel fented beside murven.""

There was a teaching event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it to the brother.""

The boy was a boy.
The brother was a brother.
The boy did it to",other,other,other,active,exact_signature,exact_signature
122,prompt_no_demo,no_demo,an opponent discovers a parent .,a parent is discovered by an opponent .,The one who did it was an opponent .,the one who did it was an opponent .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a discovering event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an opponent. The one it happened to was a parent.""

Bridget asked, ""What",other,other,other,other,exact_signature,exact_signature
125,prompt_no_demo,no_demo,a bishop asks a boy .,a boy is asked by a bishop .,The bishop did it .,the bishop did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a asking event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was",other,other,other,active,exact_signature,exact_signature
125,prompt_filler,filler,a bishop asks a boy .,a boy is asked by a bishop .,The bishop did it to the boy .,the bishop did it to the boy .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornet drissed near malden.""

There was a asking event involving a bishop and a boy.
The one who did it was a bishop.
The one it happened to was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop did it to the boy.""

The bishop was a boy.
The boy was a bishop.
The bishop did it to",other,other,other,active,exact_signature,exact_signature
128,prompt_no_demo,no_demo,a king teaches a lady .,a lady is taught by a king .,The king did it .,the king did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a teaching event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The king did it.""
B",other,other,other,active,exact_signature,exact_signature
129,prompt_filler,filler,a son kills a student .,a student is killed by a son .,The glarnet shummed above torven .,the glarnet shummed above torven .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glarnet shummed above torven.""

There was a killing event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The"," glarnet shummed above torven.""

The glarnet is a type of gemstone.
The shum",other,other,other,other,exact_signature,exact_signature
130,prompt_active,active,a kid forgets a king .,a king is forgotten by a kid .,The kid forgot the king .,the kid forgot the king .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a drusilfining event involving the skozemdil and the kvenorvek.
The one who did it was the skozemdil.
The one it happened to was the kvenorvek.

Bridget asked, ""What happened?""
Mary answered, ""The skozemdil drusilfins the kvenorvek.""

There was a forgetting event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid forgot the king.""

There was a drusilfining event involving a kid and a king.
The one who",other,other,other,active,exact_signature,exact_signature
130,prompt_no_demo,no_demo,a kid forgets a king .,a king is forgotten by a kid .,The kid forgot to bring the king's favorite food .,the kid forgot to bring the king's favorite food .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a forgetting event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid forgot to bring the king's favorite food.""

Bridget asked, ""What was the king's favorite food?""
",other,other,other,active,exact_signature,exact_signature
133,prompt_passive,passive,a kid hurries a king .,a king is hurried by a kid .,The kid ran away from the king .,the kid ran away from the king .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a vrasorkuleding event involving the britorkul and the frazemzom.
The one who did it was the britorkul.
The one it happened to was the frazemzom.

Bridget asked, ""What happened?""
Mary answered, ""The frazemzom was vrasorkuled by the britorkul.""

There was a hurrying event involving a kid and a king.
The one who did it was a kid.
The one it happened to was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid ran away from the king.""

There was a vrasorkuleding event involving the frazemzom and the",other,other,other,other,exact_signature,exact_signature
