item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_jabberwocky_0122_both_complex,122,both_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur on a bri ed a dir in a dil .,a dir in a dil was ed by a mur on a bri .,bri,dil,on,in,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_0123_agent_complex,123,agent_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir in a nud s a dur .,a dur is ed by a dir in a nud .,nud,,in,,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_0123_patient_complex,123,patient_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir s a dur on a tul .,a dur on a tul is ed by a dir .,,tul,,on,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_0123_both_complex,123,both_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir below a fab s a dur near a fav .,a dur near a fav is ed by a dir below a fab .,fab,fav,below,near,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_0124_agent_complex,124,agent_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur on the sav ed the fab .,the fab was ed by the dur on the sav .,sav,,on,,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_0124_patient_complex,124,patient_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur ed the fab below the dil .,the fab below the dil was ed by the dur .,,dil,,below,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_0124_both_complex,124,both_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur near the lav ed the fab above the lil .,the fab above the lil was ed by the dur near the lav .,lav,lil,near,above,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_0125_agent_complex,125,agent_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab below the vel s the fav .,the fav is ed by the fab below the vel .,vel,,below,,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_0125_patient_complex,125,patient_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab s the fav near the fel .,the fav near the fel is ed by the fab .,,fel,,near,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_0125_both_complex,125,both_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab above the nud s the fav near the pav .,the fav near the pav is ed by the fab above the nud .,nud,pav,above,near,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_0126_agent_complex,126,agent_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav near a dru ed a fel .,a fel was ed by a fav near a dru .,dru,,near,,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_0126_patient_complex,126,patient_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav ed a fel above a lil .,a fel above a lil was ed by a fav .,,lil,,above,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_0126_both_complex,126,both_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav with a sav ed a fel from a som .,a fel from a som was ed by a fav with a sav .,sav,som,with,from,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_0127_agent_complex,127,agent_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel above a fol s a fil .,a fil is ed by a fel above a fol .,fol,,above,,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_0127_patient_complex,127,patient_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel s a fil with a pav .,a fil with a pav is ed by a fel .,,pav,,with,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_0127_both_complex,127,both_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel from a vel s a fil with a vil .,a fil with a vil is ed by a fel from a vel .,vel,vil,from,with,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_0128_agent_complex,128,agent_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil with the mol ed the fol .,the fol was ed by the fil with the mol .,mol,,with,,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_0128_patient_complex,128,patient_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil ed the fol from the som .,the fol from the som was ed by the fil .,,som,,from,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_0128_both_complex,128,both_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil in the dru ed the fol on the gri .,the fol on the gri was ed by the fil in the dru .,dru,gri,in,on,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_0129_agent_complex,129,agent_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol from the pel s the ful .,the ful is ed by the fol from the pel .,pel,,from,,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_0129_patient_complex,129,patient_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol s the ful in the vil .,the ful in the vil is ed by the fol .,,vil,,in,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_0129_both_complex,129,both_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol on the gir s the ful in the lav .,the ful in the lav is ed by the fol on the gir .,gir,lav,on,in,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_0130_agent_complex,130,agent_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful in a sor ed a gir .,a gir was ed by a ful in a sor .,sor,,in,,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_0130_patient_complex,130,patient_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful ed a gir on a gri .,a gir on a gri was ed by a ful .,,gri,,on,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_0130_both_complex,130,both_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful below a mol ed a gir near a mul .,a gir near a mul was ed by a ful below a mol .,mol,mul,below,near,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_0131_agent_complex,131,agent_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir on a vir s a lav .,a lav is ed by a gir on a vir .,vir,,on,,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_0131_patient_complex,131,patient_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir s a lav below a fil .,a lav below a fil is ed by a gir .,,fil,,below,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_0131_both_complex,131,both_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir near a pel s a lav below a pil .,a lav below a pil is ed by a gir near a pel .,pel,pil,near,below,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_0132_agent_complex,132,agent_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav below the mur ed the lil .,the lil was ed by the lav below the mur .,mur,,below,,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_0132_patient_complex,132,patient_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav ed the lil near the mul .,the lil near the mul was ed by the lav .,,mul,,near,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_0132_both_complex,132,both_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav above the sor ed the lil near the sul .,the lil near the sul was ed by the lav above the sor .,sor,sul,above,near,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_0133_agent_complex,133,agent_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil near the fol s the mol .,the mol is ed by the lil near the fol .,fol,,near,,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_0133_patient_complex,133,patient_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil s the mol above the pil .,the mol above the pil is ed by the lil .,,pil,,above,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_0133_both_complex,133,both_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil with the vir s the mol from the vom .,the mol from the vom is ed by the lil with the vir .,vir,vom,with,from,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_0134_agent_complex,134,agent_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol above a nav ed a mul .,a mul was ed by a mol above a nav .,nav,,above,,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_0134_patient_complex,134,patient_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol ed a mul with a sul .,a mul with a sul was ed by a mol .,,sul,,with,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_0134_both_complex,134,both_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol from a mur ed a mul with a dir .,a mul with a dir was ed by a mol from a mur .,mur,dir,from,with,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_0135_agent_complex,135,agent_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul with a por s a nav .,a nav is ed by a mul with a por .,por,,with,,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_0135_patient_complex,135,patient_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul s a nav from a vom .,a nav from a vom is ed by a mul .,,vom,,from,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_0135_both_complex,135,both_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul in a fol s a nav on a ful .,a nav on a ful is ed by a mul in a fol .,fol,ful,in,on,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_0136_agent_complex,136,agent_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav from the tel ed the nin .,the nin was ed by the nav from the tel .,tel,,from,,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_0136_patient_complex,136,patient_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav ed the nin in the dir .,the nin in the dir was ed by the nav .,,dir,,in,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_0136_both_complex,136,both_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav on the nom ed the nin in the nud .,the nin in the nud was ed by the nav on the nom .,nom,nud,on,in,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_0137_agent_complex,137,agent_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin in the vul s the nom .,the nom is ed by the nin in the vul .,vul,,in,,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_0137_patient_complex,137,patient_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin s the nom on the ful .,the nom on the ful is ed by the nin .,,ful,,on,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_0137_both_complex,137,both_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin below the por s the nom near the rav .,the nom near the rav is ed by the nin below the por .,por,rav,below,near,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_0138_agent_complex,138,agent_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom on a dur ed a nud .,a nud was ed by a nom on a dur .,dur,,on,,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_0138_patient_complex,138,patient_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom ed a nud below a pav .,a nud below a pav was ed by a nom .,,pav,,below,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_0138_both_complex,138,both_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom near a tel ed a nud above a tir .,a nud above a tir was ed by a nom near a tel .,tel,tir,near,above,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_0139_agent_complex,139,agent_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud below a gir s a pav .,a pav is ed by a nud below a gir .,gir,,below,,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_0139_patient_complex,139,patient_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud s a pav near a rav .,a pav near a rav is ed by a nud .,,rav,,near,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_0139_both_complex,139,both_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud above a vul s a pav near a bri .,a pav near a bri is ed by a nud above a vul .,vul,bri,above,near,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_0140_agent_complex,140,agent_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav near the pil ed the pel .,the pel was ed by the pav near the pil .,pil,,near,,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_0140_patient_complex,140,patient_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav ed the pel above the tir .,the pel above the tir was ed by the pav .,,tir,,above,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_0140_both_complex,140,both_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav with the dur ed the pel from the fab .,the pel from the fab was ed by the pav with the dur .,dur,fab,with,from,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_0141_agent_complex,141,agent_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel above the rom s the pil .,the pil is ed by the pel above the rom .,rom,,above,,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_0141_patient_complex,141,patient_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel s the pil with the bri .,the pil with the bri is ed by the pel .,,bri,,with,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_0141_both_complex,141,both_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel from the gir s the pil with the lav .,the pil with the lav is ed by the pel from the gir .,gir,lav,from,with,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_0142_agent_complex,142,agent_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil with a tul ed a por .,a por was ed by a pil with a tul .,tul,,with,,def,indef,is,was,s,ed,pil,por
